model_f,language_f,prompt_category,foundation_f,n,activation_rate
DeepSeek V3.1,Chinese,governance_democracy,Fairness/Cheating,19,0.7368421052631579
DeepSeek V3.1,Chinese,migration_nationalism,Fairness/Cheating,16,0.5625
DeepSeek V3.1,Chinese,religion_state,Fairness/Cheating,4,0.25
DeepSeek V3.1,Chinese,security_conflict,Fairness/Cheating,37,0.32432432432432434
DeepSeek V3.1,Chinese,social_moral,Fairness/Cheating,8,0.75
DeepSeek V3.1,Chinese,territorial_sovereignty,Fairness/Cheating,10,0.9
DeepSeek V3.1,Japanese,civil_rights_liberties,Fairness/Cheating,32,0.59375
DeepSeek V3.1,Japanese,economic_policy,Fairness/Cheating,4,1
DeepSeek V3.1,Japanese,environment_energy,Fairness/Cheating,4,0
DeepSeek V3.1,Japanese,governance_democracy,Fairness/Cheating,23,0.5652173913043479
DeepSeek V3.1,Japanese,migration_nationalism,Fairness/Cheating,16,0.5
DeepSeek V3.1,Japanese,religion_state,Fairness/Cheating,4,0
DeepSeek V3.1,Japanese,security_conflict,Fairness/Cheating,48,0.27083333333333337
DeepSeek V3.1,Japanese,social_moral,Fairness/Cheating,8,0.75
DeepSeek V3.1,Japanese,territorial_sovereignty,Fairness/Cheating,13,0.6923076923076923
DeepSeek V3.1,Indonesian,civil_rights_liberties,Fairness/Cheating,31,0.7419354838709677
DeepSeek V3.1,Indonesian,economic_policy,Fairness/Cheating,4,0.75
DeepSeek V3.1,Indonesian,environment_energy,Fairness/Cheating,4,0.25
DeepSeek V3.1,Indonesian,governance_democracy,Fairness/Cheating,23,0.6521739130434783
DeepSeek V3.1,Indonesian,migration_nationalism,Fairness/Cheating,16,0.75
DeepSeek V3.1,Indonesian,religion_state,Fairness/Cheating,4,0
DeepSeek V3.1,Indonesian,security_conflict,Fairness/Cheating,49,0.34693877551020413
DeepSeek V3.1,Indonesian,social_moral,Fairness/Cheating,8,0.875
DeepSeek V3.1,Indonesian,territorial_sovereignty,Fairness/Cheating,13,0.9230769230769231
DeepSeek V3.1,Arabic,civil_rights_liberties,Fairness/Cheating,30,0.7666666666666667
DeepSeek V3.1,Arabic,economic_policy,Fairness/Cheating,4,1
DeepSeek V3.1,Arabic,environment_energy,Fairness/Cheating,4,0
DeepSeek V3.1,Arabic,governance_democracy,Fairness/Cheating,22,0.7727272727272727
DeepSeek V3.1,Arabic,migration_nationalism,Fairness/Cheating,16,0.625
DeepSeek V3.1,Arabic,religion_state,Fairness/Cheating,4,0.25
DeepSeek V3.1,Arabic,security_conflict,Fairness/Cheating,47,0.3829787234042553
DeepSeek V3.1,Arabic,social_moral,Fairness/Cheating,8,0.75
DeepSeek V3.1,Arabic,territorial_sovereignty,Fairness/Cheating,16,0.8125
DeepSeek V3.1,English,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
DeepSeek V3.1,English,economic_policy,Loyalty/Betrayal,4,0
DeepSeek V3.1,English,environment_energy,Loyalty/Betrayal,4,0
DeepSeek V3.1,English,governance_democracy,Loyalty/Betrayal,23,0.17391304347826086
DeepSeek V3.1,English,migration_nationalism,Loyalty/Betrayal,16,0.1875
DeepSeek V3.1,English,religion_state,Loyalty/Betrayal,4,0
DeepSeek V3.1,English,security_conflict,Loyalty/Betrayal,52,0.25
DeepSeek V3.1,English,social_moral,Loyalty/Betrayal,8,0
DeepSeek V3.1,English,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
DeepSeek V3.1,Chinese,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
DeepSeek V3.1,Chinese,economic_policy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Chinese,environment_energy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Chinese,governance_democracy,Loyalty/Betrayal,19,0
DeepSeek V3.1,Chinese,migration_nationalism,Loyalty/Betrayal,16,0.125
DeepSeek V3.1,Chinese,religion_state,Loyalty/Betrayal,4,0
DeepSeek V3.1,Chinese,security_conflict,Loyalty/Betrayal,37,0.24324324324324328
DeepSeek V3.1,Chinese,social_moral,Loyalty/Betrayal,8,0
DeepSeek V3.1,Chinese,territorial_sovereignty,Loyalty/Betrayal,10,0.1
DeepSeek V3.1,Japanese,civil_rights_liberties,Loyalty/Betrayal,32,0.0625
DeepSeek V3.1,Japanese,economic_policy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Japanese,environment_energy,Loyalty/Betrayal,4,0.25
DeepSeek V3.1,Japanese,governance_democracy,Loyalty/Betrayal,23,0.04347826086956523
DeepSeek V3.1,Japanese,migration_nationalism,Loyalty/Betrayal,16,0.1875
DeepSeek V3.1,Japanese,religion_state,Loyalty/Betrayal,4,0
DeepSeek V3.1,Japanese,security_conflict,Loyalty/Betrayal,48,0.14583333333333334
DeepSeek V3.1,Japanese,social_moral,Loyalty/Betrayal,8,0
DeepSeek V3.1,Japanese,territorial_sovereignty,Loyalty/Betrayal,13,0
DeepSeek V3.1,Indonesian,civil_rights_liberties,Loyalty/Betrayal,31,0.06451612903225809
DeepSeek V3.1,Indonesian,economic_policy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Indonesian,environment_energy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Indonesian,governance_democracy,Loyalty/Betrayal,23,0.04347826086956524
DeepSeek V3.1,Indonesian,migration_nationalism,Loyalty/Betrayal,16,0.125
DeepSeek V3.1,Indonesian,religion_state,Loyalty/Betrayal,4,0
DeepSeek V3.1,Indonesian,security_conflict,Loyalty/Betrayal,49,0.24489795918367344
DeepSeek V3.1,Indonesian,social_moral,Loyalty/Betrayal,8,0
DeepSeek V3.1,Indonesian,territorial_sovereignty,Loyalty/Betrayal,13,0.15384615384615383
DeepSeek V3.1,Arabic,civil_rights_liberties,Loyalty/Betrayal,30,0.03333333333333333
DeepSeek V3.1,Arabic,economic_policy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Arabic,environment_energy,Loyalty/Betrayal,4,0
DeepSeek V3.1,Arabic,governance_democracy,Loyalty/Betrayal,22,0.04545454545454546
DeepSeek V3.1,Arabic,migration_nationalism,Loyalty/Betrayal,16,0.0625
DeepSeek V3.1,Arabic,religion_state,Loyalty/Betrayal,4,0
DeepSeek V3.1,Arabic,security_conflict,Loyalty/Betrayal,47,0.1702127659574468
DeepSeek V3.1,Arabic,social_moral,Loyalty/Betrayal,8,0
DeepSeek V3.1,Arabic,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
DeepSeek V3.1,English,civil_rights_liberties,Authority/Subversion,32,0.125
DeepSeek V3.1,English,economic_policy,Authority/Subversion,4,0
DeepSeek V3.1,English,environment_energy,Authority/Subversion,4,0
DeepSeek V3.1,English,governance_democracy,Authority/Subversion,23,0.17391304347826086
DeepSeek V3.1,English,migration_nationalism,Authority/Subversion,16,0.3125
DeepSeek V3.1,English,religion_state,Authority/Subversion,4,0
DeepSeek V3.1,English,security_conflict,Authority/Subversion,52,0.05769230769230768
DeepSeek V3.1,English,social_moral,Authority/Subversion,8,0
DeepSeek V3.1,English,territorial_sovereignty,Authority/Subversion,16,0.1875
DeepSeek V3.1,Chinese,civil_rights_liberties,Authority/Subversion,32,0.1875
DeepSeek V3.1,Chinese,economic_policy,Authority/Subversion,4,0
DeepSeek V3.1,Chinese,environment_energy,Authority/Subversion,4,0
DeepSeek V3.1,Chinese,governance_democracy,Authority/Subversion,19,0.15789473684210525
DeepSeek V3.1,Chinese,migration_nationalism,Authority/Subversion,16,0.375
DeepSeek V3.1,Chinese,religion_state,Authority/Subversion,4,0
DeepSeek V3.1,Chinese,security_conflict,Authority/Subversion,37,0.027027027027027035
DeepSeek V3.1,Chinese,social_moral,Authority/Subversion,8,0
DeepSeek V3.1,Chinese,territorial_sovereignty,Authority/Subversion,10,0.1
DeepSeek V3.1,Japanese,civil_rights_liberties,Authority/Subversion,32,0.125
DeepSeek V3.1,Japanese,economic_policy,Authority/Subversion,4,0
DeepSeek V3.1,Japanese,environment_energy,Authority/Subversion,4,0
DeepSeek V3.1,Japanese,governance_democracy,Authority/Subversion,23,0.08695652173913043
DeepSeek V3.1,Japanese,migration_nationalism,Authority/Subversion,16,0.3125
DeepSeek V3.1,Japanese,religion_state,Authority/Subversion,4,0
DeepSeek V3.1,Japanese,security_conflict,Authority/Subversion,48,0.02083333333333332
DeepSeek V3.1,Japanese,social_moral,Authority/Subversion,8,0
DeepSeek V3.1,Japanese,territorial_sovereignty,Authority/Subversion,13,0.07692307692307693
DeepSeek V3.1,Indonesian,civil_rights_liberties,Authority/Subversion,31,0.25806451612903225
DeepSeek V3.1,Indonesian,economic_policy,Authority/Subversion,4,0
DeepSeek V3.1,Indonesian,environment_energy,Authority/Subversion,4,0
DeepSeek V3.1,Indonesian,governance_democracy,Authority/Subversion,23,0.21739130434782608
DeepSeek V3.1,Indonesian,migration_nationalism,Authority/Subversion,16,0.25
DeepSeek V3.1,Indonesian,religion_state,Authority/Subversion,4,0
DeepSeek V3.1,Indonesian,security_conflict,Authority/Subversion,49,0.06122448979591837
DeepSeek V3.1,Indonesian,social_moral,Authority/Subversion,8,0
DeepSeek V3.1,Indonesian,territorial_sovereignty,Authority/Subversion,13,0.07692307692307693
DeepSeek V3.1,Arabic,civil_rights_liberties,Authority/Subversion,30,0.20000000000000004
DeepSeek V3.1,Arabic,economic_policy,Authority/Subversion,4,0
DeepSeek V3.1,Arabic,environment_energy,Authority/Subversion,4,0
DeepSeek V3.1,Arabic,governance_democracy,Authority/Subversion,22,0.0909090909090909
DeepSeek V3.1,Arabic,migration_nationalism,Authority/Subversion,16,0.4375
DeepSeek V3.1,Arabic,religion_state,Authority/Subversion,4,0.25
DeepSeek V3.1,Arabic,security_conflict,Authority/Subversion,47,0
DeepSeek V3.1,Arabic,social_moral,Authority/Subversion,8,0
DeepSeek V3.1,Arabic,territorial_sovereignty,Authority/Subversion,16,0.1875
DeepSeek V3.1,English,civil_rights_liberties,Sanctity/Degradation,32,0.21875
DeepSeek V3.1,English,economic_policy,Sanctity/Degradation,4,0
DeepSeek V3.1,English,environment_energy,Sanctity/Degradation,4,0
DeepSeek V3.1,English,governance_democracy,Sanctity/Degradation,23,0.08695652173913045
DeepSeek V3.1,English,migration_nationalism,Sanctity/Degradation,16,0.0625
DeepSeek V3.1,English,religion_state,Sanctity/Degradation,4,0
DeepSeek V3.1,English,security_conflict,Sanctity/Degradation,52,0.05769230769230768
DeepSeek V3.1,English,social_moral,Sanctity/Degradation,8,0
DeepSeek V3.1,English,territorial_sovereignty,Sanctity/Degradation,16,0
DeepSeek V3.1,Chinese,civil_rights_liberties,Sanctity/Degradation,32,0.15625
DeepSeek V3.1,Chinese,economic_policy,Sanctity/Degradation,4,0
DeepSeek V3.1,Chinese,environment_energy,Sanctity/Degradation,4,0
DeepSeek V3.1,Chinese,governance_democracy,Sanctity/Degradation,19,0.10526315789473684
DeepSeek V3.1,Chinese,migration_nationalism,Sanctity/Degradation,16,0
DeepSeek V3.1,Chinese,religion_state,Sanctity/Degradation,4,0
DeepSeek V3.1,Chinese,security_conflict,Sanctity/Degradation,37,0.05405405405405406
DeepSeek V3.1,Chinese,social_moral,Sanctity/Degradation,8,0
DeepSeek V3.1,Chinese,territorial_sovereignty,Sanctity/Degradation,10,0
DeepSeek V3.1,Japanese,civil_rights_liberties,Sanctity/Degradation,32,0.0625
DeepSeek V3.1,Japanese,economic_policy,Sanctity/Degradation,4,0
DeepSeek V3.1,Japanese,environment_energy,Sanctity/Degradation,4,0
DeepSeek V3.1,Japanese,governance_democracy,Sanctity/Degradation,23,0.04347826086956523
DeepSeek V3.1,Japanese,migration_nationalism,Sanctity/Degradation,16,0.0625
DeepSeek V3.1,Japanese,religion_state,Sanctity/Degradation,4,0
DeepSeek V3.1,Japanese,security_conflict,Sanctity/Degradation,48,0.020833333333333332
DeepSeek V3.1,Japanese,social_moral,Sanctity/Degradation,8,0
DeepSeek V3.1,Japanese,territorial_sovereignty,Sanctity/Degradation,13,0
DeepSeek V3.1,Indonesian,civil_rights_liberties,Sanctity/Degradation,31,0.16129032258064516
DeepSeek V3.1,Indonesian,economic_policy,Sanctity/Degradation,4,0
DeepSeek V3.1,Indonesian,environment_energy,Sanctity/Degradation,4,0
DeepSeek V3.1,Indonesian,governance_democracy,Sanctity/Degradation,23,0.08695652173913045
DeepSeek V3.1,Indonesian,migration_nationalism,Sanctity/Degradation,16,0.0625
DeepSeek V3.1,Indonesian,religion_state,Sanctity/Degradation,4,0
DeepSeek V3.1,Indonesian,security_conflict,Sanctity/Degradation,49,0.040816326530612235
DeepSeek V3.1,Indonesian,social_moral,Sanctity/Degradation,8,0.125
DeepSeek V3.1,Indonesian,territorial_sovereignty,Sanctity/Degradation,13,0.07692307692307693
DeepSeek V3.1,Arabic,civil_rights_liberties,Sanctity/Degradation,30,0.10000000000000002
DeepSeek V3.1,Arabic,economic_policy,Sanctity/Degradation,4,0
DeepSeek V3.1,Arabic,environment_energy,Sanctity/Degradation,4,0
DeepSeek V3.1,Arabic,governance_democracy,Sanctity/Degradation,22,0.13636363636363638
DeepSeek V3.1,Arabic,migration_nationalism,Sanctity/Degradation,16,0
DeepSeek V3.1,Arabic,religion_state,Sanctity/Degradation,4,0.25
DeepSeek V3.1,Arabic,security_conflict,Sanctity/Degradation,47,0.042553191489361715
DeepSeek V3.1,Arabic,social_moral,Sanctity/Degradation,8,0
DeepSeek V3.1,Arabic,territorial_sovereignty,Sanctity/Degradation,16,0
DeepSeek V3.1,English,civil_rights_liberties,Liberty/Oppression,32,0.59375
DeepSeek V3.1,English,economic_policy,Liberty/Oppression,4,1
DeepSeek V3.1,English,environment_energy,Liberty/Oppression,4,0.5
DeepSeek V3.1,English,governance_democracy,Liberty/Oppression,23,0.6086956521739131
DeepSeek V3.1,English,migration_nationalism,Liberty/Oppression,16,0.6875
DeepSeek V3.1,English,religion_state,Liberty/Oppression,4,1
DeepSeek V3.1,English,security_conflict,Liberty/Oppression,52,0.3269230769230769
DeepSeek V3.1,English,social_moral,Liberty/Oppression,8,1
DeepSeek V3.1,English,territorial_sovereignty,Liberty/Oppression,16,0.9375
DeepSeek V3.1,Chinese,civil_rights_liberties,Liberty/Oppression,32,0.59375
DeepSeek V3.1,Chinese,economic_policy,Liberty/Oppression,4,1
DeepSeek V3.1,Chinese,environment_energy,Liberty/Oppression,4,0.25
DeepSeek V3.1,Chinese,governance_democracy,Liberty/Oppression,19,0.5789473684210527
DeepSeek V3.1,Chinese,migration_nationalism,Liberty/Oppression,16,0.9375
DeepSeek V3.1,Chinese,religion_state,Liberty/Oppression,4,1
DeepSeek V3.1,Chinese,security_conflict,Liberty/Oppression,37,0.4054054054054054
DeepSeek V3.1,Chinese,social_moral,Liberty/Oppression,8,0.75
DeepSeek V3.1,Chinese,territorial_sovereignty,Liberty/Oppression,10,0.7
DeepSeek V3.1,Japanese,civil_rights_liberties,Liberty/Oppression,32,0.5
DeepSeek V3.1,Japanese,economic_policy,Liberty/Oppression,4,0.5
DeepSeek V3.1,Japanese,environment_energy,Liberty/Oppression,4,0
DeepSeek V3.1,Japanese,governance_democracy,Liberty/Oppression,23,0.4347826086956522
DeepSeek V3.1,Japanese,migration_nationalism,Liberty/Oppression,16,0.75
DeepSeek V3.1,Japanese,religion_state,Liberty/Oppression,4,0.75
DeepSeek V3.1,Japanese,security_conflict,Liberty/Oppression,48,0.20833333333333331
DeepSeek V3.1,Japanese,social_moral,Liberty/Oppression,8,0.75
DeepSeek V3.1,Japanese,territorial_sovereignty,Liberty/Oppression,13,0.6923076923076923
DeepSeek V3.1,Indonesian,civil_rights_liberties,Liberty/Oppression,31,0.4838709677419355
DeepSeek V3.1,Indonesian,economic_policy,Liberty/Oppression,4,0.75
DeepSeek V3.1,Indonesian,environment_energy,Liberty/Oppression,4,0
DeepSeek V3.1,Indonesian,governance_democracy,Liberty/Oppression,23,0.5652173913043479
DeepSeek V3.1,Indonesian,migration_nationalism,Liberty/Oppression,16,0.8125
DeepSeek V3.1,Indonesian,religion_state,Liberty/Oppression,4,0.75
DeepSeek V3.1,Indonesian,security_conflict,Liberty/Oppression,49,0.24489795918367344
DeepSeek V3.1,Indonesian,social_moral,Liberty/Oppression,8,0.75
DeepSeek V3.1,Indonesian,territorial_sovereignty,Liberty/Oppression,13,0.8461538461538461
DeepSeek V3.1,Arabic,civil_rights_liberties,Liberty/Oppression,30,0.4666666666666667
DeepSeek V3.1,Arabic,economic_policy,Liberty/Oppression,4,0.75
DeepSeek V3.1,Arabic,environment_energy,Liberty/Oppression,4,0
DeepSeek V3.1,Arabic,governance_democracy,Liberty/Oppression,22,0.6363636363636365
DeepSeek V3.1,Arabic,migration_nationalism,Liberty/Oppression,16,0.6875
DeepSeek V3.1,Arabic,religion_state,Liberty/Oppression,4,0.75
DeepSeek V3.1,Arabic,security_conflict,Liberty/Oppression,47,0.23404255319148937
DeepSeek V3.1,Arabic,social_moral,Liberty/Oppression,8,0.875
DeepSeek V3.1,Arabic,territorial_sovereignty,Liberty/Oppression,16,0.75
Qwen3-Max,English,civil_rights_liberties,Care/Harm,32,0.53125
Qwen3-Max,English,economic_policy,Care/Harm,4,1
Qwen3-Max,English,environment_energy,Care/Harm,4,1
Qwen3-Max,English,governance_democracy,Care/Harm,24,0.625
Qwen3-Max,English,migration_nationalism,Care/Harm,16,0.4375
Qwen3-Max,English,religion_state,Care/Harm,4,1
Qwen3-Max,English,security_conflict,Care/Harm,51,0.5098039215686274
Qwen3-Max,English,social_moral,Care/Harm,8,1
Qwen3-Max,English,territorial_sovereignty,Care/Harm,15,0.39999999999999997
Qwen3-Max,Chinese,civil_rights_liberties,Care/Harm,32,0.40625
Qwen3-Max,Chinese,economic_policy,Care/Harm,4,1
Qwen3-Max,Chinese,environment_energy,Care/Harm,4,1
Qwen3-Max,Chinese,governance_democracy,Care/Harm,23,0.4782608695652174
Qwen3-Max,Chinese,migration_nationalism,Care/Harm,16,0.4375
Qwen3-Max,Chinese,religion_state,Care/Harm,4,1
Qwen3-Max,Chinese,security_conflict,Care/Harm,50,0.5
Qwen3-Max,Chinese,social_moral,Care/Harm,8,0.875
Qwen3-Max,Chinese,territorial_sovereignty,Care/Harm,16,0.4375
Qwen3-Max,Japanese,civil_rights_liberties,Care/Harm,31,0.4193548387096774
Qwen3-Max,Japanese,economic_policy,Care/Harm,4,0.75
Qwen3-Max,Japanese,environment_energy,Care/Harm,4,1
Qwen3-Max,Japanese,governance_democracy,Care/Harm,24,0.33333333333333337
Qwen3-Max,Japanese,migration_nationalism,Care/Harm,16,0.3125
Qwen3-Max,Japanese,religion_state,Care/Harm,4,1
Qwen3-Max,Japanese,security_conflict,Care/Harm,52,0.4230769230769231
Qwen3-Max,Japanese,social_moral,Care/Harm,8,0.875
Qwen3-Max,Japanese,territorial_sovereignty,Care/Harm,16,0.375
Qwen3-Max,Indonesian,civil_rights_liberties,Care/Harm,32,0.5
Qwen3-Max,Indonesian,economic_policy,Care/Harm,4,0.75
Qwen3-Max,Indonesian,environment_energy,Care/Harm,4,1
Qwen3-Max,Indonesian,governance_democracy,Care/Harm,23,0.5217391304347826
Qwen3-Max,Indonesian,migration_nationalism,Care/Harm,16,0.4375
Qwen3-Max,Indonesian,religion_state,Care/Harm,4,1
Qwen3-Max,Indonesian,security_conflict,Care/Harm,52,0.4615384615384615
Qwen3-Max,Indonesian,social_moral,Care/Harm,8,0.875
Qwen3-Max,Indonesian,territorial_sovereignty,Care/Harm,16,0.625
Qwen3-Max,Arabic,civil_rights_liberties,Care/Harm,32,0.46875
Qwen3-Max,Arabic,economic_policy,Care/Harm,4,0.75
Qwen3-Max,Arabic,environment_energy,Care/Harm,4,1
Qwen3-Max,Arabic,governance_democracy,Care/Harm,24,0.375
Qwen3-Max,Arabic,migration_nationalism,Care/Harm,16,0.25
Qwen3-Max,Arabic,religion_state,Care/Harm,4,1
Qwen3-Max,Arabic,security_conflict,Care/Harm,52,0.4807692307692307
Qwen3-Max,Arabic,social_moral,Care/Harm,8,1
Qwen3-Max,Arabic,territorial_sovereignty,Care/Harm,16,0.4375
Qwen3-Max,English,civil_rights_liberties,Fairness/Cheating,32,0.65625
Qwen3-Max,English,economic_policy,Fairness/Cheating,4,1
Qwen3-Max,English,environment_energy,Fairness/Cheating,4,0.5
Qwen3-Max,English,governance_democracy,Fairness/Cheating,24,0.7083333333333333
Qwen3-Max,English,migration_nationalism,Fairness/Cheating,16,0.5625
Qwen3-Max,English,religion_state,Fairness/Cheating,4,0.5
Qwen3-Max,English,security_conflict,Fairness/Cheating,51,0.37254901960784315
Qwen3-Max,English,social_moral,Fairness/Cheating,8,0.875
Qwen3-Max,English,territorial_sovereignty,Fairness/Cheating,15,0.8666666666666667
Qwen3-Max,Chinese,civil_rights_liberties,Fairness/Cheating,32,0.75
Qwen3-Max,Chinese,economic_policy,Fairness/Cheating,4,1
Qwen3-Max,Chinese,environment_energy,Fairness/Cheating,4,0.5
Qwen3-Max,Chinese,governance_democracy,Fairness/Cheating,23,0.782608695652174
Qwen3-Max,Chinese,migration_nationalism,Fairness/Cheating,16,0.5625
Qwen3-Max,Chinese,religion_state,Fairness/Cheating,4,0.75
Qwen3-Max,Chinese,security_conflict,Fairness/Cheating,50,0.3
Qwen3-Max,Chinese,social_moral,Fairness/Cheating,8,0.875
Qwen3-Max,Chinese,territorial_sovereignty,Fairness/Cheating,16,0.875
Qwen3-Max,Japanese,civil_rights_liberties,Fairness/Cheating,31,0.7096774193548387
Qwen3-Max,Japanese,economic_policy,Fairness/Cheating,4,0.75
Qwen3-Max,Japanese,environment_energy,Fairness/Cheating,4,0
Qwen3-Max,Japanese,governance_democracy,Fairness/Cheating,24,0.75
Qwen3-Max,Japanese,migration_nationalism,Fairness/Cheating,16,0.5625
Qwen3-Max,Japanese,religion_state,Fairness/Cheating,4,0.5
Qwen3-Max,Japanese,security_conflict,Fairness/Cheating,52,0.36538461538461536
Qwen3-Max,Japanese,social_moral,Fairness/Cheating,8,0.875
Qwen3-Max,Japanese,territorial_sovereignty,Fairness/Cheating,16,0.8125
Qwen3-Max,Indonesian,civil_rights_liberties,Fairness/Cheating,32,0.78125
Qwen3-Max,Indonesian,economic_policy,Fairness/Cheating,4,0.75
Qwen3-Max,Indonesian,environment_energy,Fairness/Cheating,4,0.5
Qwen3-Max,Indonesian,governance_democracy,Fairness/Cheating,23,0.782608695652174
Qwen3-Max,Indonesian,migration_nationalism,Fairness/Cheating,16,0.6875
Qwen3-Max,Indonesian,religion_state,Fairness/Cheating,4,0.75
Qwen3-Max,Indonesian,security_conflict,Fairness/Cheating,52,0.38461538461538464
Qwen3-Max,Indonesian,social_moral,Fairness/Cheating,8,0.875
Qwen3-Max,Indonesian,territorial_sovereignty,Fairness/Cheating,16,0.9375
Qwen3-Max,Arabic,civil_rights_liberties,Fairness/Cheating,32,0.75
Qwen3-Max,Arabic,economic_policy,Fairness/Cheating,4,1
Qwen3-Max,Arabic,environment_energy,Fairness/Cheating,4,0.25
Qwen3-Max,Arabic,governance_democracy,Fairness/Cheating,24,0.75
Qwen3-Max,Arabic,migration_nationalism,Fairness/Cheating,16,0.75
Qwen3-Max,Arabic,religion_state,Fairness/Cheating,4,0.5
Qwen3-Max,Arabic,security_conflict,Fairness/Cheating,52,0.40384615384615385
Qwen3-Max,Arabic,social_moral,Fairness/Cheating,8,0.875
Qwen3-Max,Arabic,territorial_sovereignty,Fairness/Cheating,16,0.875
Qwen3-Max,English,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
Qwen3-Max,English,economic_policy,Loyalty/Betrayal,4,0
Qwen3-Max,English,environment_energy,Loyalty/Betrayal,4,0.25
Qwen3-Max,English,governance_democracy,Loyalty/Betrayal,24,0.04166666666666667
Qwen3-Max,English,migration_nationalism,Loyalty/Betrayal,16,0.25
Qwen3-Max,English,religion_state,Loyalty/Betrayal,4,0
Qwen3-Max,English,security_conflict,Loyalty/Betrayal,51,0.2352941176470588
Qwen3-Max,English,social_moral,Loyalty/Betrayal,8,0
Qwen3-Max,English,territorial_sovereignty,Loyalty/Betrayal,15,0.13333333333333336
Qwen3-Max,Chinese,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
Qwen3-Max,Chinese,economic_policy,Loyalty/Betrayal,4,0
Qwen3-Max,Chinese,environment_energy,Loyalty/Betrayal,4,0
Qwen3-Max,Chinese,governance_democracy,Loyalty/Betrayal,23,0.04347826086956523
Qwen3-Max,Chinese,migration_nationalism,Loyalty/Betrayal,16,0.1875
Qwen3-Max,Chinese,religion_state,Loyalty/Betrayal,4,0
Qwen3-Max,Chinese,security_conflict,Loyalty/Betrayal,50,0.2
Qwen3-Max,Chinese,social_moral,Loyalty/Betrayal,8,0
Qwen3-Max,Chinese,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
Qwen3-Max,Japanese,civil_rights_liberties,Loyalty/Betrayal,31,0.032258064516129045
Qwen3-Max,Japanese,economic_policy,Loyalty/Betrayal,4,0
Qwen3-Max,Japanese,environment_energy,Loyalty/Betrayal,4,0
Qwen3-Max,Japanese,governance_democracy,Loyalty/Betrayal,24,0.08333333333333333
Qwen3-Max,Japanese,migration_nationalism,Loyalty/Betrayal,16,0.125
Qwen3-Max,Japanese,religion_state,Loyalty/Betrayal,4,0
Qwen3-Max,Japanese,security_conflict,Loyalty/Betrayal,52,0.21153846153846154
Qwen3-Max,Japanese,social_moral,Loyalty/Betrayal,8,0
Qwen3-Max,Japanese,territorial_sovereignty,Loyalty/Betrayal,16,0.0625
Qwen3-Max,Indonesian,civil_rights_liberties,Loyalty/Betrayal,32,0.03125
Qwen3-Max,Indonesian,economic_policy,Loyalty/Betrayal,4,0
Qwen3-Max,Indonesian,environment_energy,Loyalty/Betrayal,4,0
Qwen3-Max,Indonesian,governance_democracy,Loyalty/Betrayal,23,0.08695652173913046
Qwen3-Max,Indonesian,migration_nationalism,Loyalty/Betrayal,16,0.1875
Qwen3-Max,Indonesian,religion_state,Loyalty/Betrayal,4,0
Qwen3-Max,Indonesian,security_conflict,Loyalty/Betrayal,52,0.19230769230769232
Qwen3-Max,Indonesian,social_moral,Loyalty/Betrayal,8,0
Qwen3-Max,Indonesian,territorial_sovereignty,Loyalty/Betrayal,16,0.125
Qwen3-Max,Arabic,civil_rights_liberties,Loyalty/Betrayal,32,0.09375
Qwen3-Max,Arabic,economic_policy,Loyalty/Betrayal,4,0
Qwen3-Max,Arabic,environment_energy,Loyalty/Betrayal,4,0
Qwen3-Max,Arabic,governance_democracy,Loyalty/Betrayal,24,0.08333333333333333
Qwen3-Max,Arabic,migration_nationalism,Loyalty/Betrayal,16,0.25
Qwen3-Max,Arabic,religion_state,Loyalty/Betrayal,4,0
Qwen3-Max,Arabic,security_conflict,Loyalty/Betrayal,52,0.25
Qwen3-Max,Arabic,social_moral,Loyalty/Betrayal,8,0
Qwen3-Max,Arabic,territorial_sovereignty,Loyalty/Betrayal,16,0.125
Qwen3-Max,English,civil_rights_liberties,Authority/Subversion,32,0.1875
Qwen3-Max,English,economic_policy,Authority/Subversion,4,0
Qwen3-Max,English,environment_energy,Authority/Subversion,4,0
Qwen3-Max,English,governance_democracy,Authority/Subversion,24,0.16666666666666669
Qwen3-Max,English,migration_nationalism,Authority/Subversion,16,0.25
Qwen3-Max,English,religion_state,Authority/Subversion,4,0
Qwen3-Max,English,security_conflict,Authority/Subversion,51,0.09803921568627452
Qwen3-Max,English,social_moral,Authority/Subversion,8,0
Qwen3-Max,English,territorial_sovereignty,Authority/Subversion,15,0.2
Qwen3-Max,Chinese,civil_rights_liberties,Authority/Subversion,32,0.15625
Qwen3-Max,Chinese,economic_policy,Authority/Subversion,4,0
Qwen3-Max,Chinese,environment_energy,Authority/Subversion,4,0
Qwen3-Max,Chinese,governance_democracy,Authority/Subversion,23,0.17391304347826086
